Company,Job,Location,Salary
Harvard University,Senior Sponsored Research Officer,"Boston, MA",0
The Nielsen Company,Statistical Learning and Scientific Computing Engineer,"Waltham, MA",0
Massachusetts House of Representatives,Research Analyst,"Boston, MA",0
Precision Health Economics,"Research Scientist, Advanced Modeling","Boston, MA",0
Spencer Ogden,Sr. Data Scientist,"Boston, MA",0
BOSTON MEDICAL CENTER,"Point of Care Testing Specialist, 40hrs, Days, M-F","Boston, MA",0
EMD,Associate Scientist - Downstream Process Development,"Burlington, MA",0
University of Massachusetts Medical School,Post Doctorate Scientist I,"Mattapan, MA",0
"VDC Research Group, Inc.",Market Research and Consulting Analyst,"Natick, MA",0
MIT,"Research Scientist, Manalis Laboratory","Cambridge, MA",0
Massachusetts General Hospital(MGH),Sr Research Technologist - Master's Required,"Charlestown, MA",0
Benchling,Account Executive,"Boston, MA",0
Draper,"Messaging Engineer - Exchange, Active Directory","Cambridge, MA",0
Abiomed,"Scientist, Academic Research","Danvers, MA 01923",0
Merck KGaA,"Scientist, Translational Oncology","Billerica, MA",0
QuantumBlack,Principal Data Scientist (Boston),"Boston, MA",0
inVentiv Health Clinical,Pharmacovigilance Scientist,"Cambridge, MA",0
Earthwatch Institute,Research Archive Intern,"Boston, MA",0
Principle Solutions Group,Principal Data Scientist,"Waltham, MA",0
Rifiniti,Assistant to the President,"Boston, MA","$55,000 a year"
Medix,Associate Scientist,"Cambridge, MA",0
Cogo Labs,Quantitative Analyst,"Cambridge, MA",0
Verizon,Senior Data Scientist,"Boston, MA 02110 (Central area)",0
"Giner, Inc.",Staff Scientist/Staff Engineer,"Newton, MA",0
Momenta Pharmaceuticals,"Associate Scientist, Analytical Development","Cambridge, MA",0
BioPoint,Scientist - Computational Biology (8481),"Cambridge, MA",0
Booz Allen Hamilton,"Data Scientist, Senior","Boston, MA",0
"Moderna Therapeutics, Inc","Principal Research Associate/Scientist, Preclinical CV-RD Ph...","Cambridge, MA",0
NIBR,LC-MS High-throughput Screening Research Investigator,"Cambridge, MA",0
Broad Institute,Research Scientist I - NMR,"Boston, MA",0
Shire,Principal CPTK Statistician Large Molecules and Oncology,"Lexington, MA",0
Panjiva,Software Engineer - Front-end,"Cambridge, MA",0
McKinsey & Company,Data Engineer,"Waltham, MA",0
"Foundation Medicine, Inc.",Sr Research Associate / Scientist,"Cambridge, MA",0
Takeda Pharmaceuticals,Principal Statistician / Sr Principal Statistician,"Cambridge, MA 02139 (Area IV area)",0
"Ironwood Pharmaceuticals, Inc.","Associate Scientist, Formulation Development","Cambridge, MA 02142 (East Cambridge area)",0
Massachusetts General Hospital(MGH),Cardiac Electrophysiology Research Scientist,"Boston, MA",0
Eli Lilly,External Collaborations-Search and Evaluate Associate Delive...,"Cambridge, MA",0
E Ink Corporation,Image Scientist/Engineer,"Billerica, MA",0
Brigham & Women's Hospital(BWH),TECHNICAL SPECIALIST / 40 HOURS / DAYS / BWH - CARDIOVASCULA...,"Boston, MA",0
Eurofins,Associate Scientist - Bioanalytical Development,"Lexington, MA",0
Stratacuity,"Bioinfomatics Analyst, 7135","Boston, MA",0
University of Massachusetts Medical School,R&D Scientist I,"Mattapan, MA",0
Indeed Prime,Data Scientist,"Boston, MA",0
Cambridge Public Schools,"Research, Evaluation and Assessment Analyst","Cambridge, MA 02141 (East Cambridge area)",0
Evidera,"Associate Statistician – Modeling & Simulation – Waltham, MA","Boston, MA",0
WSP | Parsons Brinckerhoff,Environmental Engineer I,"Boston, MA",0
"Health Resources in Action, Inc.",Senior Research Scientist,"Boston, MA",0
VL41,Scientist,"Cambridge, MA 02139 (Area IV area)",0
Massachusetts General Hospital(MGH),GRANT ADMINISTRATOR,"Boston, MA",0
Massachusetts General Hospital(MGH),Research Fellow,"Boston, MA",0
Tetraphase Pharmaceuticals,"Scientist, Chemical Development","Watertown, MA",0
inVentiv Health Clinical,Clinical Development Scientist IV,"Arlington, MA",0
Jobspring Partners,Chief Data Scientist,"Boston, MA 02116 (South End area)","$130,000 - $150,000 a year"
Finch Therapeutics,Data Scientist,"Somerville, MA 02143",0
Pfizer Inc.,Senior Associate Scientist – Protein Expression,"Andover, MA",0
T3 Trading Group LLC,Statistical Pairs Trading Positions,"Cambridge, MA",0
NIBR,BS/MS Research Associate: Oncology Biochemistry,"Cambridge, MA",0
Brigham & Women's Hospital(BWH),TECHNICAL RESEARCH ASSISTANT II / 40 HOURS / DAY / BWH - PAT...,"Boston, MA",0
Makro Technology,Bench Scientist,"Andover, MA",0
Merck,"Sr. Scientist, Target & Pathway Biology – Assay Development...","Boston, MA",0
Dana-Farber Cancer Institute,Statistician I,"Boston, MA",0
"NewAgeSys,Inc",Biologist / Bench Scientist I,"Andover, MA","$42,000 a year"
"Rubius Therapeutics, Inc.",Scientist - Cancer Immunology,"Cambridge, MA 02139 (Area IV area)",0
KOMAN Government Solutions (KGS),Mid-Level Engineer/Geologist/Scientist,"Boston, MA",0
State Street Global Exchange,Quantitative Analyst,"Cambridge, MA 02138 (West Cambridge area)",0
OvaScience,Sr. Biostatistician,"Waltham, MA",0
Alnylam,"Senior Statistical Programmer Pharmacometrics Consultant, Bi...","Cambridge, MA",0
Genocea Biosciences,"Sr. Scientist, Immuno-Oncology","Cambridge, MA",0
Cambridge Semantics,Machine Learning Research Engineer,"Boston, MA",0
Selby Jennings,Catastrophe Risk Analyst - Quantitative,"Boston, MA","$75,000 - $120,000 a year"
bluebird bio,"Viral Vector Purification Process Development, Sr. Scientist","Cambridge, MA",0
The Christian Science Monitor,Research Archivist / Researcher,"Boston, MA",0
Decision Resources Group,Data Scientist,"Boston, MA",0
Genocea,Sr. Scientist / Group Leader Screening Team,"Cambridge, MA",0
Pfizer Inc.,"Manager, Data Scientist","Cambridge, MA",0
NIBR,BS/MS Research Associate: Oncology Biotherapeutics,"Cambridge, MA",0
Jobspring Partners,Data Scientist,"Boston, MA 02116 (South End area)","$80,000 - $100,000 a year"
SessionM,Data Scientists,"Boston, MA 02210 (South Boston area)",0
Burst Inc.,Machine Learning Engineer,"Boston, MA 02110 (Central area)",0
Planet Pharma,Contract- Statistician,"Watertown, MA",0
LabAnswer,Data Analyst,"Boston, MA",0
Raytheon,"Network Scientist Intern - Undergrad Intern, Summer 2017","Cambridge, MA",0
Raytheon,Network Scientist Intern - Grad student – Summer 2017,"Cambridge, MA",0
The Bivium Group,"Data Scientist - healthcare, hacking coding skills","Cambridge, MA","$90,000 - $140,000 a year"
Biogen,"Sr. Data Scientist, CORA","Cambridge, MA 02142 (East Cambridge area)",0
"Good Start Genetics, Inc.",Scientist II,"Cambridge, MA 02139 (Area IV area)",0
"GfK, Boutique Research",Research Analyst,"Boston, MA",0
"Whitridge Associates, Inc",Statistical Analyst,"Boston, MA",0
"Truven Health Analytics, an IBM Company",Research Analyst II - Child and Maternal Health,"Boston, MA",0
"Moderna Therapeutics, Inc","Scientist/Sr. Scientist, Virology, Valera","Cambridge, MA",0
Rangam Consultants Inc.,Biology Scientist (In Vitro),"Cambridge, MA 02142 (East Cambridge area)",0
Takeda Pharmaceuticals,Sr Statistician,"Cambridge, MA 02139 (Area IV area)",0
Indigo Agriculture,Data Management Specialist,"Charlestown, MA 02129 (Fenway-Kenmore area)",0
Zinger Solutions,Data Analytics Manager/BI,"Boston, MA",0
Kronos Incorporated,Big Data Client Consultant,"Chelmsford, MA 01824",0
"Foundation Medicine, Inc.",Data Manager,"Cambridge, MA",0
IBM Kenexa,Watson Health - Genomics Bioinformatician,"Cambridge, MA",0
Northeastern University,Research Scientist,"Boston, MA 02115 (Fenway-Kenmore area)","$60,000 a year"
Amazon Corporate LLC,Machine Learning Scientist,"Cambridge, MA",0
Invesco,Quantitative Research Analyst,"Boston, MA 02111 (Central area)",0
Harnham,"DATA SCIENTIST, HEALTHCARE","Boston, MA","$130,000 a year"
Strategic Employment Partners,Data Scientist,"Cambridge, MA","$90,000 - $135,000 a year"
Aequor Technologies,Database Engineer/ SPARK Engineer,"Cambridge, MA 02139 (Area IV area)",$55 an hour
Seven Bridges,Bioinformatics Scientist,"Cambridge, MA",0
ERT,Senior Scientific Advisor,"Boston, MA",0
Bio-Rad Inc.,Field Applications Scientist,"Cambridge, MA",0
EnDevor,"Sr Scientist, Clinical Bioanalytical","Cambridge, MA 02139 (Area IV area)",0
Genocea,Director Immuno-Oncology Research,"Cambridge, MA",0
GlobalData Healthcare,Research Analyst - Pharma,"Burlington, MA",0
Conagen Inc.,"Research associate – HPLC,GC,MS analytics","Bedford, MA",0
Bose,Senior Machine Learning Engineer,"Framingham, MA 01701",0
Merck KGaA,"Associate Scientist, In Vivo Pharmacology","Billerica, MA",0
GfK,Research Analyst - Boutique (16-0131),"Boston, MA",0
Merck,Bioinformatics Scientist Job,"Cambridge, MA",0
"Foundation Medicine, Inc.","Scientist, Cancer Genomics – Informatics","Cambridge, MA",0
Axcella Health,PRODUCT DEVELOPMENT SCIENTIST/SR. SCIENTIST-ANALYTICAL DEVEL...,"Cambridge, MA",0
Makro Technology,Scientist Analytical,"Andover, MA",0
Proclinical Ltd,Senior Clinical Scientist,"Boston, MA",0
Planet Pharma,Biomarker Biostatistician - Entry Level (PhD),"Cambridge, MA",0
Pfizer,QC Scientist I,"Andover, MA",0
Captains of Industry,Research Analyst - Strategic Insights,"Boston, MA 02108 (Back Bay-Beacon Hill area)",0
Akamai,Senior Data Scientist,"Cambridge, MA 02139 (Area IV area)",0
"AEQUOR Technologies, Inc.",Bench Scientist,"Andover, MA 01810",0
Vertex Pharmaceuticals,"Co-Op, Discovery Biology","Boston, MA 02110 (Central area)",0
BAE Systems,Machine Learning and Signal Processing Research Engineer,"Burlington, MA 01803",0
Genzyme,"Scientist, Biopharmaceutics Development","Framingham, MA 01702",0
UTC Aerospace Systems,Senior Image Scientist,"Westford, MA",0
Talent Lab Consulting,"Scientist/Sr. Scientist, Translational Sciences","Cambridge, MA",0
Agios Pharmaceuticals,"Senior Scientist/Scientist, Metabolic Immuno-Oncol","Cambridge, MA 02139 (Area IV area)",0
WSP | Parsons Brinckerhoff,Survey Instrument Operator,"Brighton, MA",0
Aequor Technologies,Research Associate,"Cambridge, MA",0
Biogen,"Associate Scientist I/II, Research Technology","Cambridge, MA 02142 (East Cambridge area)",0
Boston Scientific Corporation,Scientist II- Biocompatability,"Marlborough, MA",0
Biogen,"Sr Scientist, Laboratory of Neuronal Cell Biology, Research","Cambridge, MA 02142 (East Cambridge area)",0
Biogen,"Operations Associate I/II, In-Vivo Resource Center - Genotyp...","Cambridge, MA 02142 (East Cambridge area)",0
KOMAN Government Solutions (KGS),Mid-Level Engineer/Geologist/Scientist,"Boston, MA",0
"Good Start Genetics, Inc.",Bioinformatics Scientist II,"Cambridge, MA 02139 (Area IV area)",0
CRISPR THERAPEUTICS,Temporary Senior Research Associate,"Cambridge, MA",0
NuFit Media,Quantitative Data Analyst,"Cambridge, MA",0
EMD,"Senior Statistician, Data Analysis","Billerica, MA",0
"Foundation Medicine, Inc.","Scientist, Cancer Genomics – Biological/Clinical Interpretat...","Cambridge, MA",0
Merck KGaA,"Senior Statistician, Data Analysis","Billerica, MA",0
Gallop Solutions,Clinical Development Scientist IV,"Burlington, MA",0
"Foundation Medicine, Inc.",Research Associate/Senior Research Associate,"Cambridge, MA",0
Jounce Therapeutics,Sr. Principal Scientist/Principal Scientist Translational Sc...,"Cambridge, MA 02138 (West Cambridge area)",0
GfK,Research Analyst (16-0111),"Boston, MA",0
NVIDIA,Research Scientist (Machine Learning),"Westford, MA 01886",0
Harvard University,Research Assistant III – Skin Research,"Boston, MA",0
"Jobcase, Inc.",Machine Learning Engineer,"Cambridge, MA 02139 (Area IV area)",0
PureTech Health,"Scientist/Senior Scientist, Molecular & Cellular Biology","Boston, MA",0
"Concert Pharmaceuticals, Inc.","Scientist/Senior Scientist, Analytical Chemistry","Lexington, MA 02421",0
Amazon Robotics LLC,Research Scientist,"North Reading, MA",0
Vertex Pharmaceuticals,Scientist I Analytical Development - Continuous Manufacturin...,"Boston, MA 02110 (Central area)",0
Evidera,"Research Scientist - Meta Research - Waltham, MA","Boston, MA",0
Shire,Principal DP Development Scientist,"Lexington, MA",0
McKinsey & Company,Data Operations Analyst,"Waltham, MA",0
Broad Institute,Software Engineer,"Boston, MA",0
McLean Hospital(MCL),Clinical Research Asst,"Belmont, MA",0
Broad Institute,Software Engineer - NCI Cloud Pilot: FireCloud,"Boston, MA",0
MONSANTO,Protein Optimization Research Associate,"Cambridge, MA 02142 (East Cambridge area)",0
Amazon Corporate LLC,"Manager, Data Science","Cambridge, MA",0
Seven Bridges,Scientific Project Manager,"Cambridge, MA",0
CONSTANT CONTACT,Product Manager Big Data & Analytics,"Waltham, MA",0
CRISPR THERAPEUTICS,"Research Associate, Cell Biology","Cambridge, MA",0
Northeastern University,Postdoctoral Research Associate,"Boston, MA",0
Sanofi,Biostatistics Specialist,"Framingham, MA",0
Haley & Aldrich,Environmental Scientist/ Engineer,"Boston, MA",0
BioPoint,Clinical Scientist (2176),"Burlington, MA",0
Jobspring Partners,Data Analytics Engineer,"Boston, MA 02116 (South End area)",$45 - $55 an hour
AIR Worldwide Corporation,Senior Scientist/Seismologist,"Boston, MA 02116 (South End area)",0
"Rubius Therapeutics, Inc.",Scientist/Senior Scientist - Metabolic Disease,"Cambridge, MA 02139 (Area IV area)",0
Merck KGaA,BS/MS/PhD scientist Translational & Biomarker Research US,"Billerica, MA",0
Merck KGaA,"Senior Scientist, Immune Pathway Profiling","Billerica, MA",0
EMD,"Associate Scientist, In Vivo Pharmacology","Billerica, MA",0
Liberty Mutual Insurance,Data Science Graduate Level Internship,"Boston, MA",0
Analog Devices,Machine Learning Engineer (Research Scientist),"Cambridge, MA",0
Jounce Therapeutics,"Associate Scientist/Senior Research Associate, Discovery","Cambridge, MA 02138 (West Cambridge area)",0
Forrester,Data Consultant,"Cambridge, MA",0
Tufts Medical Center,Statistical Associate I,"Boston, MA",0
Harvard University,Imaging Data Curator,"Boston, MA",0
Broad Institute,Data Management Specialist,"Boston, MA",0
Pfizer Inc.,"Senior Scientist Cell based Assays, 1041417","Cambridge, MA",0
DataXu,DataScientist and Machine Learning Engineer,"Boston, MA 02210 (South Boston area)",0
Amazon Corporate LLC,Multimodal Machine Learning Scientist,"Cambridge, MA",0
Amazon Corporate LLC,Natural Language Scientist,"Cambridge, MA",0
LAHEY CLINIC,Research Phlebotomist/Full Time Days/Peabody,"Peabody, MA",0
Merck KGaA,Associate Scientist - Downstream Process Development,"Burlington, MA",0
Cystic Fibrosis Foundation,(Senior) Research Associate,"Lexington, MA",0
Freebird,Full-stack Developer,"Cambridge, MA",0
Shire,Safety Analytics & Report Area Lead,"Cambridge, MA",0
Green Key Resources,Statistician I,"Watertown, MA",0
Infor,Scientist,"Cambridge, MA",0
McKinsey & Company,Senior Recruiter - McKinsey Analytics,"Waltham, MA",0
"Concert Pharmaceuticals, Inc.",Clinical Scientist,"Lexington, MA 02421",0
"Affordable Solutions, Inc.",Machine Learning Scientist,"Waltham, MA",0
Agios Pharmaceuticals,"Scientist, Biomarkers","Cambridge, MA 02139 (Area IV area)",0
bluebird bio,"Application Support Specialist, Laboratory Informatics","Cambridge, MA",0
NIBR,"BS/MS Level Next Generation Sequencing Scientific Associate,...","Cambridge, MA",0
Constellation Pharmaceuticals,Director of Bioinformatics,"Cambridge, MA",0
BNY Mellon,"Senior Research Analyst, Tech, Media and Telecom - TBCAM","Boston, MA",0
Bioventus,Research Engineer,"Boston, MA",0
EverQuote,Software Engineer (Python),"Cambridge, MA",0
Jounce Therapeutics,Sr. Scientist- Cancer Immunotherapy Bioinformatics,"Cambridge, MA 02138 (West Cambridge area)",0
Pfizer Inc.,"Data Scientist, Inflammation and Immunology Research","Cambridge, MA",0
Domeyard LP,High Performance Computing Scientist needed for HFT Firm,"Boston, MA 02110 (Central area)","$120,000 a year"
NuFit Media,Quantitative Data Analyst Intern,"Cambridge, MA",0
Vertex Pharmaceuticals,Principal Statistical Programmer,"Boston, MA 02110 (Central area)",0
Boston University,"RESEARCH ANALYST, Enrollment and Student Affairs","Boston, MA",0
24M Technologies,Electrolyte Scientist,"Cambridge, MA",0
Domeyard LP,HPC Scientist Position at HFT Hedge Fund,"Boston, MA",0
Alignable,Software Architect: Big Data & Machine Learning,"Boston, MA 02114 (Back Bay-Beacon Hill area)",0
Conagen Inc.,"Scientist/Senior Scientist – HPLC,GC,MS analytics","Bedford, MA",0
Perkin Elmer,Scientific Services Specialist for CLIO,"Cambridge, MA",0
Staples,Sr Operations Research Scientist,"Framingham, MA",0
CRISPR THERAPEUTICS,"Temporary Research Associates, Cell Biology","Cambridge, MA",0
Merck,"Senior Scientist, Immuno-Oncology Job","Boston, MA",0
QIAGEN,"Scientist, Synthetic Chemistry","Waltham, MA",0
L-3 Communications,Defense Research Analyst,"Burlington, MA",0
Amazon Corporate LLC,Business Intelligence Engineer,"Cambridge, MA",0
"Foundation Medicine, Inc.","Biostatistician, Biomarker & Companion Diagnostics Developme...","Cambridge, MA",0
